,GISPROPNUM,BOROUGH,ACRES,SIGNNAME,TYPECATEGO,handball,tennis,basketball,adult_soft,track_and,play_area_count,preserve_count,spray_count,OBJECTID,TPL_P_NAME,FREQUENCY,SUM_SVCAREA,SUM_TOTPOPSVCA,SUM_KIDSVCA,SUM_YOUNGPROSVCA,SUM_SENIORSVCA,SUM_HHILOWSVCA,SUM_HHIMEDSVCA,SUM_HHIHIGHSVCA,SUM_TOTHHSVCA,SUM_WHITE_SVC,SUM_BLACK_SVC,SUM_AMERINDSVC,SUM_ASIAN_SVC,SUM_PACIFICSVC,SUM_OTHRACESVC,SUM_RACE2UPSVC,SUM_HISP_SVC
851,M391,M,0.0,East River Waterfront Esplanade,Tracking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397,East River Waterfront Esplanade,48,14987178.9904,68939,10831,46323,11778,11278,6020,12138,29440,23788,4170,159,35004,31,3651,2135,10462
852,M394,M,0.038,St. Nicholas Miracle Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581,St. Nicholas Miracle Garden,44,12234081.2496,37413,9267,23649,4500,7831,3462,3988,15287,6686,21799,334,1239,18,5409,1933,11467
853,M395,M,0.545,Fiorello La Guardia Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452,Fiorello La Guardia Park,50,14443568.6977,45858,5827,33030,7001,4582,5031,16314,25925,36500,1173,68,5687,12,920,1501,3545
854,M396,M,0.069,Children's Magical Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,Children's Magical Garden,47,10012122.9214,44644,5592,32581,6469,7365,5406,8451,21219,21633,3008,231,13402,25,4458,1886,11063
855,M398,M,0.045,Dorothy K. McGowan Memorial Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361,Dorothy K. McGowan Memorial Garden,37,9544976.27158,46797,10127,29814,6853,8502,4871,3423,16791,11129,13425,682,986,24,17113,3434,31328
856,M400,M,0.043,W 115 Street Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721,W 115 Street Garden,37,9834900.38857,39113,8720,26297,4096,6980,3729,5741,16455,8812,21883,316,1926,47,3902,2219,9503
857,M402,M,0.23,West 20th Street Park,Undeveloped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751,West 20th Street Park,41,12364379.5411,39741,4100,30851,4792,3196,3749,16568,23513,30616,1404,73,5030,19,1099,1502,4485
858,M403,M,0.021,Walter Miller III Memorial Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1731,Walter Miller III Memorial Garden,38,11029092.7544,36156,8637,22861,4659,7964,3226,4134,15321,7903,18594,331,1591,27,5721,1991,13344
859,M404,M,0.38383634,NYC AIDS Memorial Park at St. Vincent’s Triangle,Tracking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002,NYC AIDS Memorial Park at St. Vincent’s Triangle,63,16070422.6103,57244,6506,41617,9118,5013,6210,23390,34615,47668,1340,90,5075,34,1113,1925,4894
860,M405,M,0.115,W. 111th St. Harlem Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724,W. 111th St. Harlem Garden,38,8449384.76322,35156,6860,24234,4061,5971,3351,5582,14907,10077,16415,298,1955,41,4302,2063,10215
861,M406,M,0.068,Henry Garnet Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623,Henry Garnet Garden,41,11106657.2394,36624,8212,23244,5169,8169,4216,4244,16627,3951,26667,273,835,19,3303,1578,7398
862,M407,M,0.057,Harlem Valley Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599,Harlem Valley Garden,38,11110859.8584,37006,8434,23486,5088,8305,4192,4115,16612,3982,26874,278,825,23,3450,1580,7681
863,M408,M,0.061,Siempre Verde Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530,Siempre Verde Garden,47,9976236.83998,42734,5806,30502,6422,7543,5088,7499,20133,20525,3929,267,10337,28,5673,1970,14044
864,M409,M,0.033,Harlem Grown,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594,Harlem Grown,38,11745022.4331,32021,7303,21103,3613,6912,3242,3970,14128,4960,21311,224,911,17,3040,1552,6981
865,M410,M,0.054,Sage Garden,Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482,Sage Garden,45,10767579.6208,50285,7385,35521,7380,9473,6295,8031,23800,25188,5714,365,9239,35,7285,2454,18145
866,MS01,M,0.23603236,I.S./P.S. 89,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,705,I.S./P.S. 89,14,5477019.41474,20495,5238,13429,1829,879,670,7979,9529,15628,635,27,3023,12,315,857,1523
867,MS02,M,0.88759065,P.S./I.S. 187,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1269,P.S./I.S. 187,22,4872220.05591,20864,3884,13487,3494,2488,2403,4634,9525,13705,1433,111,995,12,3436,1171,7819
868,MS03,M,0.76082488,Mirabal Sisters Community Park,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943,Mirabal Sisters Community Park,31,6208916.46459,33108,7215,21576,4320,5667,3257,2021,10946,8659,5892,528,1008,36,14385,2603,26210
869,MS04,M,0.66507574,P.S. 241,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1177,P.S. 241,40,9602853.06768,40075,8235,27320,4517,6948,3794,6155,16901,10838,19548,348,2127,47,4816,2338,11473
870,MS05,M,0.86992528,P.S. 208M,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1157,P.S. 208M,44,11890666.6683,50472,11851,32120,6504,10177,4461,5706,20342,11457,25165,471,2682,54,7905,2736,18417
871,MS06,M,0.60151485,P.S. 185,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1141,P.S. 185,40,10933879.7166,46383,11205,29040,6139,9629,3898,4653,18180,10663,21950,466,2473,45,8275,2507,18957
872,MS08,M,0.18161475,P.S. 18,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138,P.S. 18,17,4715306.10974,13898,3152,8694,2053,2624,1899,1541,6067,5372,3019,132,386,18,4076,896,8170
873,MS09,M,0.40687387,P.S. 5,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226,P.S. 5,25,5101107.37476,26029,6250,16131,3643,5367,2426,1360,9150,6898,3695,421,487,21,12376,2131,22278
874,MS10,M,0.02780009,P.S. 152,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1121,P.S. 152,23,4502796.24649,24551,5399,15676,3476,4528,2849,2218,9594,8369,2811,325,786,13,10270,1977,18853
875,MS11,M,0.78070165,P.S. 48,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1224,P.S. 48,51,12311605.9657,61254,13051,39331,8877,9890,6047,6132,22069,25260,6044,782,1678,45,22776,4664,43220
876,MS12,M,0.10867601,P.S. 132,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111,P.S. 132,48,10147462.9268,52422,11357,33774,7289,8880,4800,4623,18305,20590,5088,709,1246,53,20674,4058,38938
877,MS13,M,0.71903606,P.S. 242,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1178,P.S. 242,48,11543549.9417,39304,8602,26487,4217,6950,3916,5690,16563,9554,20955,290,2142,35,4147,2183,9388
878,MS14,M,0.42808575,P.S. 76,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1251,P.S. 76,47,13645438.2157,42863,9882,28527,4458,8014,4203,5991,18208,8881,25299,321,1664,38,4296,2361,10029
879,MS15,M,0.38227657,P.S. 173,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1135,P.S. 173,41,8987026.83343,49778,10396,32652,6730,8669,4412,3455,16538,15842,5577,745,1901,58,21592,4066,39824
880,MS16,M,0.65864896,I.S. 218,Schoolyard-Playground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681,I.S. 218,34,5760136.31577,30147,6630,19219,4295,5344,3473,2906,11722,10847,3365,387,948,15,12195,2388,22561
881,MS17,M,0.69692548,P.S. 111,Schoolyards to Playgrounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093,P.S. 111,39,10918658.0688,40756,3988,31494,5274,5596,5008,13225,23829,26047,2588,141,7497,30,2693,1765,8179
882,MS18,M,0.75691795,P.S. 154,Schoolyards to Playgrounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125,P.S. 154,43,12836750.1154,37401,8953,24359,4082,7871,3478,4330,15678,6319,23400,283,1094,19,4424,1863,9637
883,MS19,M,1.0094875,Seward Park Campus,Schoolyards to Playgrounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1515,Seward Park Campus,49,9883380.06179,46640,7524,30620,8492,7934,4512,6168,18610,12400,1968,130,27784,17,2944,1389,7547
884,MT01,M,0.0,Mannahatta Park,Tracking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877,Mannahatta Park,13,5672431.89969,22386,2292,18434,1656,1580,1986,8312,11876,14792,838,38,5314,12,496,897,1829
885,MT04,M,0.0,Coenties Slip,Tracking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267,Coenties Slip,11,4083123.47459,16528,1396,14699,431,789,1570,6655,9016,11096,527,27,3837,10,362,669,1286
886,MT05,M,0.58067992,Rivergate,Restrictive Declaration,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1449,Rivergate,46,7551116.33095,38507,3253,29719,5534,3439,4415,14298,22157,26747,1698,68,7899,22,944,1123,3560
887,MT07,M,1.43463837,Muscota Marsh,Restrictive Declaration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974,Muscota Marsh,17,2868901.56894,9253,1725,6262,1266,1013,1542,1747,4303,5082,869,64,391,8,2206,631,4457
888,MT09,M,0.0,Winston Churchill Square,Tracking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782,Winston Churchill Square,47,12541592.207,39273,4016,29531,5722,3809,4526,15184,23518,32826,811,61,3765,12,562,1232,2731
889,MT10,M,0.0,Little Red Square,Tracking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831,Little Red Square,45,12358702.7833,38536,3931,28965,5636,3750,4467,14833,23056,32135,808,61,3755,12,555,1207,2694
890,MT11,M,1.74527732,West End Towers,Restrictive Declaration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754,West End Towers,38,8712058.14625,40506,6974,26155,7380,3775,3878,13995,21647,28244,2864,118,6440,19,1547,1273,5169
891,Q001,Q,635.514,Alley Pond Park,Flagship Park,6.0,0.0,1.0,6.0,0.0,6.0,15.0,2.0,45,Alley Pond Park,60,72754576.784,46345,9020,28268,9057,3676,4205,9536,17414,19089,1517,50,23231,30,1266,1158,4483
892,Q001A,Q,27.531,Alley Athletic Playground,Recreation Field/Courts,1.0,16.0,0.0,5.0,0.0,4.0,0.0,0.0,43,Alley Athletic Playground,13,8849220.0847,3635,647,2310,674,268,317,702,1287,1525,397,9,1405,16,151,132,531
893,Q002,Q,5.1,Grover Cleveland Playground,Neighborhood Park,4.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,572,Grover Cleveland Playground,31,14814309.9978,23988,6243,15337,2410,2782,2914,2615,8309,13973,849,159,1774,15,6162,1055,12602
894,Q004,Q,59.956,Astoria Park,Community Park,0.0,14.0,4.0,0.0,0.0,6.0,0.0,1.0,76,Astoria Park,40,17218205.9752,32155,5637,22283,4237,4280,3923,5064,13263,19600,1609,212,5306,23,3921,1483,9246
895,Q004A,Q,5.82,Ralph Demarco Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1417,Ralph Demarco Park,18,6334420.36318,11247,2116,7547,1584,1649,1414,1721,4787,7395,484,33,1621,13,1128,572,3194
896,Q005,Q,109.609,Baisley Pond Park,Community Park,22.0,8.0,10.0,4.0,0.0,17.0,0.0,4.0,86,Baisley Pond Park,42,38157973.8448,34875,9064,21171,4642,3322,3549,4032,10904,1179,28366,258,1390,7,2177,1497,3932
897,Q006,Q,11.788,Bowne Park,Neighborhood Park,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,150,Bowne Park,23,21976929.3551,12746,2467,7526,2754,776,1059,2596,4429,6690,104,18,5135,0,481,319,1652
898,Q007,Q,40.07,Bayswater Park,Community Park,6.0,6.0,3.0,2.0,0.0,5.0,0.0,1.0,104,Bayswater Park,15,13855599.852,14065,4586,7956,1523,1800,1253,1161,4216,2644,8605,108,396,7,1552,754,3352
899,Q008,Q,89.946,Brookville Park,Community Park,2.0,6.0,3.0,3.0,0.0,3.0,1.0,1.0,176,Brookville Park,31,26184841.006,18573,4548,11600,2429,1016,1467,3119,5603,1004,15850,80,406,10,630,596,1710
900,Q009,Q,28.87,Macneil Park,Neighborhood Park,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,865,Macneil Park,9,8575951.73571,7853,1844,4870,1141,384,847,1381,2613,3714,148,32,2698,2,1010,249,2601
901,Q010,Q,110.93,Clearview Park Golf Course,Managed Sites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257,Clearview Park Golf Course,9,4607374.88836,2844,558,1651,630,222,320,616,1157,1847,32,1,831,0,80,55,306
902,Q010A,Q,55.22,Little Bay Park,Community Park,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,828,Little Bay Park,17,16156245.6771,10030,1804,5579,2647,934,1128,2265,4326,7053,156,7,2330,0,268,215,1058
903,Q011,Q,1.14,Poppenhusen Playground,Playground,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1355,Poppenhusen Playground,15,11932586.6893,12616,3082,7967,1567,967,1435,1512,3913,5516,420,31,3882,6,2185,578,5109
904,Q012,Q,45.79,Crocheron Park,Community Park,0.0,10.0,0.0,3.0,0.0,3.0,0.0,1.0,313,Crocheron Park,15,15307427.8484,7746,1619,4689,1439,516,658,1546,2722,4440,154,1,2676,2,277,196,1031
905,Q012B,Q,17.0,John Golden Park,Community Park,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,750,John Golden Park,11,13148297.6664,6434,1342,3813,1283,433,561,1294,2288,3730,134,1,2184,2,227,158,819
906,Q014,Q,2.2,Astoria Heights Playground,Jointly Operated Playground,6.0,5.0,3.0,1.0,0.0,3.0,0.0,1.0,75,Astoria Heights Playground,36,15785625.8499,33475,5802,23438,4238,4208,4218,5350,13776,19780,1789,208,5895,19,4260,1526,9748
907,Q015,Q,506.86,Forest Park,Flagship Park,14.0,14.0,5.0,6.0,0.0,23.0,11.0,3.0,469,Forest Park,99,60744389.9965,76543,16977,48186,11384,6553,8576,13025,28160,42059,4412,599,13495,55,11816,4106,28129
908,Q017,Q,3.474,The Olde Towne of Flushing Burial Ground,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1640,The Olde Towne of Flushing Burial Ground,21,12054421.5953,12263,2416,7952,1897,1025,1061,1908,3992,3875,151,32,6755,2,1064,386,2531
909,Q020,Q,101.28,Highland Community Park,Community Park,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,635,Highland Community Park,21,10406276.5427,10766,3048,6613,1107,1246,1096,891,3231,2706,3153,141,461,15,3561,732,7051
910,Q021,Q,358.0,Cunningham Park,Flagship Park,0.0,19.0,2.0,15.0,0.0,8.0,12.0,2.0,321,Cunningham Park,45,44617152.7312,27701,5389,16438,5876,2166,2615,5939,10714,12895,1781,33,11496,8,796,692,2559
911,Q021B,Q,0.356,McLaughlin Playground,Playground,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,922,McLaughlin Playground,8,6966932.50902,4884,889,3007,990,676,721,725,2122,1149,2258,33,797,2,362,284,777
912,Q021C,Q,1.297,Seven Gables Playground,Jointly Operated Playground,4.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1512,Seven Gables Playground,14,8102407.19145,5664,1075,3444,1148,409,511,1189,2110,2083,66,2,3289,0,119,109,398
913,Q022,Q,2.6,Margaret I. Carman Green - Weeping Beech,Playground,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,892,Margaret I. Carman Green - Weeping Beech,33,12420379.1368,38536,6139,25034,7367,5911,4366,3781,14049,5887,1295,82,27571,48,2477,1178,6328
914,Q023,Q,11.5,Rufus King Park,Neighborhood Park,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1478,Rufus King Park,25,14692763.8111,26172,6664,16674,2837,2739,2616,2117,7469,5053,5090,401,6748,64,6833,1982,12036
915,Q024,Q,237.147,Kissena Park,Community Park,4.0,12.0,3.0,9.0,0.0,12.0,2.0,1.0,782,Kissena Park,41,33300112.592,29558,5753,18653,5148,2584,2715,4052,9348,7693,761,78,18231,12,1847,939,4659
916,Q025,Q,0.9,Major Mark Park,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,873,Major Mark Park,24,15288763.6508,28462,6991,17570,3898,3280,2776,2751,8805,4283,5471,328,11125,44,4973,2237,7837
917,Q026,Q,3.076,Park Of The Americas,Neighborhood Park,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1292,Park Of The Americas,20,5942164.8729,19137,5591,12437,1110,1666,1351,1402,4420,5569,413,395,2424,3,9236,1100,16061
918,Q028A,Q,0.83,Tribute Park,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676,Tribute Park,6,4886991.92016,5093,1014,3088,991,556,317,1094,1969,3983,467,19,221,7,288,110,890
919,Q031,Q,3.009,Lawrence Virgilio Playground,Neighborhood Park,4.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,807,Lawrence Virgilio Playground,33,12889759.7194,29834,5708,19993,4130,3527,3926,4057,11511,11986,600,275,11018,9,4524,1416,10358
920,Q031A,Q,1.71,Doughboy Plaza,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363,Doughboy Plaza,35,12640588.1191,29414,5657,19639,4123,3388,3817,3931,11140,11290,538,263,11502,9,4423,1392,10070
921,Q038,Q,0.574,Benninger Playground,Playground,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,126,Benninger Playground,27,11882932.8297,23922,5481,15469,2975,2967,3087,2766,8817,17178,626,84,1674,13,3475,876,8560
922,Q041,Q,0.703,Newtown Playground,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,992,Newtown Playground,30,10315826.8411,30313,6503,19582,4229,3262,3437,3301,10001,7269,3483,222,13783,22,4322,1208,10193
923,Q044,Q,1.05,L/CPL Thomas P. Noonan Jr. Playground,Playground,2.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,789,L/CPL Thomas P. Noonan Jr. Playground,37,12462907.0008,41794,8061,28429,5302,5278,5571,5719,16568,18160,1011,369,12594,14,7277,2370,16379
924,Q045,Q,0.518,Andrews Grove,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,58,Andrews Grove,8,7193674.29037,9202,1050,7345,808,635,994,3077,4707,5501,419,52,2040,19,706,465,1823
925,Q046,Q,0.398,Josephine Caminiti Playground,Playground,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,763,Josephine Caminiti Playground,24,10709599.5284,32716,9399,20454,2861,3207,3001,2389,8597,11543,1553,420,5718,8,11246,2224,24169
926,Q048,Q,8.09,Rainey Park (Vernon),Neighborhood Park,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1415,Rainey Park (Vernon),13,7648806.30007,8994,2100,5650,1246,1462,938,1016,3422,3842,1647,75,1225,8,1758,436,3789
927,Q051,Q,10.79,St. Albans Park,Community Park,4.0,2.0,2.0,1.0,0.0,5.0,0.0,1.0,1565,St. Albans Park,23,19685297.9792,15702,3685,9440,2573,1612,1534,1915,5058,575,13186,134,367,7,826,607,1864
928,Q052,Q,9.16,Captain Tilly Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,206,Captain Tilly Park,28,16086480.5395,27138,6639,16946,3554,2992,2420,2565,7978,4280,4402,299,12468,9,3906,1781,6964
929,Q053,Q,1.314,Equity Park,Neighborhood Park,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,425,Equity Park,29,14075634.4449,23050,5725,14713,2612,1791,2093,2715,6603,9218,1535,339,4332,9,6077,1539,13462
930,Q059,Q,0.101,Catharine Turner Richardson Park,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,Catharine Turner Richardson Park,8,8832135.0701,2648,511,1536,601,139,207,778,1125,1801,32,4,690,0,53,68,251
931,Q066B,Q,1.295,Triborough Bridge Playground B,Playground,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,1672,Triborough Bridge Playground B,29,11698781.3494,23014,3638,16428,2947,2906,2685,3907,9500,13953,711,176,4296,9,2874,997,6368
932,Q066C,Q,0.46,Triborough Bridge Playground C,Recreation Field/Courts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1673,Triborough Bridge Playground C,29,11692624.8965,22997,3497,16523,2977,2899,2745,3934,9577,14181,627,168,4288,7,2750,972,6106
933,Q066D,Q,0.46,Triborough Bridge Playground D,Recreation Field/Courts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1674,Triborough Bridge Playground D,28,11925584.7751,23553,3451,17017,3082,2969,2889,4091,9951,14744,578,164,4395,8,2689,983,6004
934,Q066E,Q,0.46,Triborough Bridge Playground E,Recreation Field/Courts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675,Triborough Bridge Playground E,31,12106578.9585,23606,3395,17108,3106,2965,2950,4107,10025,14901,543,161,4373,7,2649,978,5924
935,Q066F,Q,2.2,Hoyt Playground,Neighborhood Park,4.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,662,Hoyt Playground,40,14161812.1377,27511,3657,20179,3677,3400,3787,5116,12300,18219,489,162,4636,9,2908,1086,6626
936,Q066H,Q,1.226,Chappetto Square,Recreation Field/Courts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231,Chappetto Square,30,11529866.8296,22163,3403,15871,2889,2746,2680,3752,9181,13843,605,158,3983,10,2621,941,5867
937,Q067A,Q,0.896,Hart Playground (Broadway),Neighborhood Park,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,608,Hart Playground (Broadway),26,11135943.0968,29936,6241,19803,3892,3031,3430,3394,9853,8255,411,221,15028,7,4620,1394,10219
938,Q073,Q,0.25,Plaut Triangle,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327,Plaut Triangle,22,12610750.357,12788,2473,8250,2067,1145,1247,2068,4460,4482,153,17,6824,1,978,335,2286
939,Q082,Q,2.554,Wayanda Park,Jointly Operated Playground,5.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,1744,Wayanda Park,18,14160168.3916,11192,2715,6857,1617,703,960,1478,3138,802,8543,64,460,12,761,546,1770
940,Q084A,Q,280.16,Grand Central Parkway Extension,Parkway,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,552,Grand Central Parkway Extension,12,7128293.91181,8602,1981,5189,1433,655,764,1038,2457,2248,3038,92,521,11,2255,436,4438
941,Q084B,Q,0.2,Tepper Triangle,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1633,Tepper Triangle,14,13447796.6816,10244,2792,5918,1531,618,801,1377,2797,2586,1520,50,4996,5,608,478,1330
942,Q085,Q,2.755,Gorman Playground,Neighborhood Park,4.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,543,Gorman Playground,29,14808990.5186,25010,5961,16063,2989,2244,2363,2612,7214,10516,898,236,5104,9,6794,1452,16179
943,Q086,Q,7.671,Flushing Fields,Community Park,8.0,8.0,2.0,2.0,0.0,2.0,0.0,1.0,462,Flushing Fields,30,23767927.778,22211,4239,13473,4498,1828,2127,3892,7846,8708,271,44,11331,11,1213,626,3068
944,Q089B,Q,9.154,Harvey Park,Community Park,0.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,610,Harvey Park,11,10863061.9847,7944,1544,4663,1740,607,721,1435,2763,4315,84,7,2925,1,395,215,1241
945,Q092,Q,4.966,Police Officer Edward Byrne Park,Community Park,4.0,4.0,2.0,2.0,0.0,6.0,0.0,0.0,1350,Police Officer Edward Byrne Park,17,11002053.4325,10172,2573,6392,1208,691,884,1284,2857,1179,4237,136,1929,32,1653,1004,2163
946,Q094,Q,13.543,Tudor Park,Community Park,6.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,1681,Tudor Park,27,13249259.6486,13805,3394,8633,1776,1138,1468,1744,4355,5218,1861,113,3296,10,2537,766,5093
947,Q094D,Q,10.761,Gemini Fields,Recreation Field/Courts,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,525,Gemini Fields,19,10931997.3918,13957,3264,8085,2610,2115,1642,1899,5652,6824,4238,69,917,8,1434,474,4081
948,Q095,Q,3.258,Vito Locascio Field,Recreation Field/Courts,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1716,Vito Locascio Field,15,10301131.4322,10075,2055,6106,1917,938,1271,1784,3992,6612,474,48,899,1,1638,404,3881
949,Q096,Q,202.647,Belt Parkway,Parkway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,Belt Parkway,25,23990302.2935,14311,3535,8827,1944,1029,1361,2100,4490,3315,6032,98,1884,20,2010,950,3194
950,Q096A,Q,0.315,Locust Grove Civic Triangle,Triangle/Plaza,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,834,Locust Grove Civic Triangle,11,9345712.36012,5586,1308,3524,753,404,441,842,1687,1605,827,41,1325,12,1225,551,1668
951,Q096B,Q,5.593,Southern Fields,Recreation Field/Courts,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1551,Southern Fields,11,8279671.1072,4436,1046,2789,602,317,345,695,1357,1357,615,38,1000,9,986,430,1414
952,Q096C,Q,1.102,Mentone Playground,Undeveloped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926,Mentone Playground,16,8681350.7192,5170,1102,3182,886,285,434,884,1604,249,4499,18,105,0,123,176,392
953,Q096E,Q,2.937,Lefferts Playground,Playground,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,809,Lefferts Playground,12,10986888.1167,6613,1555,4191,864,469,526,970,1965,1740,1082,55,1614,20,1426,672,1848
954,Q098,Q,1.537,Frank D. O'Connor Playground,Neighborhood Park,4.0,0.0,3.0,0.0,0.0,7.0,0.0,1.0,483,Frank D. O'Connor Playground,28,10412241.5564,37876,8330,24930,4614,4250,4482,3262,11993,8376,632,236,20492,13,6308,1820,14268
955,Q099,Q,897.69,Flushing Meadows Corona Park,Flagship Park,8.0,12.0,4.0,7.0,0.0,29.0,1.0,2.0,463,Flushing Meadows Corona Park,63,31318728.6135,69717,15872,44206,9640,7293,7294,7864,22450,22736,2825,416,28694,9,11689,3341,27131
956,Q101,Q,0.448,Middle Village Playground,Neighborhood Park,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,932,Middle Village Playground,18,10151822.0,7814,1714,4847,1253,760,909,1395,3063,6549,80,24,239,4,722,198,1996
